"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
7852,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7853,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7854,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7855,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7856,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7857,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7858,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7859,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7860,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7861,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7862,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7863,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7864,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7865,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7866,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7867,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7868,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7869,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7870,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7871,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7872,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7873,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7874,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7875,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7876,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7877,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7878,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7879,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7880,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7881,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7882,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7883,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7884,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7885,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7886,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7887,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7888,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7889,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7890,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7891,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7892,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7893,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7894,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7895,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7896,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7897,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7898,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7899,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7900,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7901,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7902,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7903,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7904,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7905,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7906,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7907,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7908,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7909,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7910,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7911,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7912,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7913,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7914,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7915,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7916,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7917,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7918,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7919,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7920,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7921,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7922,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7923,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7924,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7925,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7926,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7927,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7928,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7929,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7930,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7931,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7932,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7933,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7934,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7935,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7936,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7937,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7938,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7939,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7940,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7941,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7942,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7943,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7944,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7945,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
7946,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,جدة,مكة المكرمة,التعاقد,1446,2,7
